id,player_name
22012,John Alvbage
18758,Afonso Alves
13121,Bruno Alves
15951,Dani Alves
18856,Joao Alves (1980)
14348,Paulo Alves
212198,Vana Alves
116070,Fernando Alvez
116061,Antonio Alzamendi
20258,Abdenour Amachaibou
249219,Amedeo Amadei
187808,Francisco Amador
426780,Jorge Amaral
348470,Alfredo Amarillo
7496,Jose Amavisca
3167,Gabriele Ambrosetti
5818,Massimo Ambrosini
4294,Marco Ambrosio
300072,Claudio Ambu
548729,Zeki Amdouni
16810,Marco Amelia
92381,Sammy Ameobi
20896,Raffaele Ametrano
138091,Mustafa Amini
480337,Andre Amitrano
4429,Matthew Amoah
44393,Nicolas Amodio
104046,Guillermo Amor
25101,Ruben Amorim
101108,Manuel Amoros
5995,Christian Amoroso
1263,Marcio Amoroso
4150,Nicola Amoruso
73472,Ben Amos
55619,Nordin Amrabat
287579,Sofyan Amrabat
8062,Emmanuel Amunike
238627,Achille Anani
145374,Pietro Anastasi
4619,Giannis Anastasiou
116679,Carlo Ancelotti
56687,Davide Ancelotti
62418,Henrik Andersen
148344,Lucas Andersen
159372,Felipe Anderson
37393,Paul Anderson
3500,Sonny Anderson
117188,Viv Anderson
13210,Anders Andersson
15351,Andreas Andersson
81569,Bjorn Andersson
15347,Christoffer Andersson
3456,Daniel Andersson (1977)
12679,Daniel Andersson (1972)
32862,Gustaf Andersson (1974)
3429,Kennet Andersson
47910,Martin Andersson (1982)
24359,Martin Andersson (1981)
342407,Mattias Andersson
191,Patrik Andersson
3277,Darren Anderton
105888,Esteban Andrada
48809,Diogo Andrade
236537,Fernando Andrade
7491,Jorge Andrade (1978)
503230,Jorge Andrade (1963)
229571,Jose Leandro Andrade
137447,Victor Andrade
63837,Andre Andre
32802,Paulo Andre
22837,Leon Andreasen
36356,Marco Andreolli
249434,Michele Andreolo
948279,Chema Andres
175963,Stjepan Andrijasevic
35491,Mariano Andujar
122694,Chuks Aneke
3226,Nicolas Anelka
3052,Didier Angan
178314,Victorien Angban
27448,Marcos Angeleri
89669,Antonio Angelillo
21993,Gianluca De Angelis
122695,Martin Angha
51776,Jocelyn Angloma
354361,Frank Anguissa
7579,Miguel Angel Angulo
30670,Vurnon Anita
433181,Tino Anjorin
523364,Daniel dos Anjos
32202,Edwin van Ankeren
669921,Ahmed Ankrah
333227,Silvio Anocic
145518,Angelo Anquilletti
122704,Zak Ansah
55854,Cristian Ansaldi
168567,Cedric Anselin
1145504,Aaron Anselmino
187820,Mikel Antia
183124,Milos Antic (1994)
144807,Milos Antic (1989)
1079509,Slobodan Antic
128892,Giancarlo Antognoni
67086,Chema Anton
3433,Tomas Antonelius
45565,Luca Antonelli
301773,Roberto Antonelli
6792,Luca Antonini
145521,Marco Antonio
468301,Marcos Antonio
340557,Mauricio Antonio
13870,Ze Antonio
5935,Francesco Antonioli
19083,Mikael Antonsson
33821,Godwin Antwi
305402,Eduardo Anzarda
395693,Houssem Aouar
569385,Adil Aouchiche
102472,Luigi Apolloni
227179,Matteo Apolloni
5975,Stephen Appiah
3279,Michael Appleton
5957,Alberto Aquilani
135744,Luis Aragones
27492,Sergio Aragoneses
7841,Carlos Aranda
238652,Jose Araquistain
513970,Julian Araujo
33237,Pedro Araujo
480267,Ronald Araujo
504087,Tomas Araujo
28260,Alvaro Arbeloa
371698,Claudio Arbiza
368051,Pietro Arcari
116144,Steve Archibald
54574,Rodrigo Archubi
353400,Isaac Hemans Arday
85603,Matteo Ardemagni
135800,Osvaldo Ardiles
120629,Alphonse Areola
18900,Hatem Ben Arfa
348929,Fernando Argila
120443,Santiago Arias
84921,Lorenzo Ariaudo
32114,Giovanni Arioli
3525,Sylvain Armand
119634,Franco Armani
30747,Emiliano Armenteros
73786,Pablo Armero
200626,Jimmy Armfield
250426,Adam Armstrong
13506,Chris Armstrong
364603,Jose Manuel Arnaiz
7770,Francesc Arnau
41384,Marko Arnautovic
116128,Frank Arnesen
348468,Angel Arocha
19182,Salvatore Aronica
3282,Pegguy Arphexad
580193,Bright Arrey-Mbi
466611,Jean-Luc Arribart
537762,Sergio Arribas
192279,Kepa Arrizabalaga
127184,Alvin Arrondel
72803,Diego Arroyo
7827,Rodolfo Arruabarrena
15378,Andrey Arshavin
580651,Ignacio Arteaga
236038,Marcel Artelesa
7451,Mikel Arteta
29598,Edoardo Artistico
9487,Shota Arveladze
63531,Kwadwo Asamoah
103806,Aljosa Asanovic
21880,Diego De Ascentis
296622,Marco Asensio
14168,Dean Ashton
141562,James Ashton
543771,Kristjan Asllani
856274,Jonathan Asp-Jensen
72047,Iago Aspas
18840,Mattias Asper
102150,Faustino Asprilla
57275,Oussama Assaidi
13120,Nuno Assis
18310,Benoit Assou-Ekotto
38412,Gai Assulin
461629,Gustavo Assuncao
7654,Marcos Assuncao
14244,Paulo Assuncao
192381,Antonino Asta
176290,John Aston
87210,Davide Astori
106422,Leonardo Astrada
5500,Jean-Hugues Ateba
170711,Angel Atienza
89604,Sebastien Atlan
2887,Thimothee Atouba
186997,Christian Atsu
33324,Catilina Aubameyang
58864,Pierre-Emerick Aubameyang
54896,William-Fils Aubameyang
22839,Jeffrey Aubynn
256339,Emil Audero
805,Benjamin Auer
85968,Klaus Augenthaler
519319,Carmelo Augliera
264956,Jean-Kevin Augustin
170646,Ludwig Augustinsson
585982,Carlos Augusto
212899,Filipe Augusto
153195,Jose Augusto
84550,Raimond Aumann
7570,Fabio Aurelio
50148,Marcos Aurelio
127032,Serge Aurier
223367,Fredrik Aursnes
428016,Brandon Austin
748601,Gaston Avila
422982,Leandro Avila
1064191,Tomas Aviles
358143,Chidozie Awaziem
295313,Taiwo Awoniyi
117485,William Ayache
78966,Daniel Ayala
7565,Roberto Ayala
143470,Ruben Ayala
45403,Andre Ayew
108354,Jordan Ayew
543503,Eric Ayiah
67420,Luke Ayling
1749,Mimoun Azaouagh
52035,Federico Azcarate
30748,Juan Manuel Azconzabal
452068,Ayman Azhil
180337,Sardar Azmoun
938146,Adam Aznou
57500,Cesar Azpilicueta
106837,Abdoulaye Ba
40205,Demba Ba
5815,Ibrahim Ba
33457,Khalifa Ba
3850,Espen Baardsen
224884,Abdul Rahman Baba
4831,Tijani Babangida
291,Christof Babatz
3153,Celestine Babayaro
192,Markus Babbel
16135,Ryan Babel
306917,Giancarlo Bacci
15453,Dario Baccin
5972,Jonathan Bachini
40633,Milan Badelj
370103,Roberto Badiani
463603,Benoit Badiashile
124025,Ziguy Badibanga
54659,Holger Badstuber
548111,Alex Baena
5843,Dino Baggio
4153,Roberto Baggio
116682,Salvatore Bagni
45501,Cyprien Baguette
452607,Alexander Bah
164897,Jean-Christophe Bahebeck
93184,Nabil Bahoui
8016,Vitor Baia
17284,Junior Baiano
117189,Gary Bailey
286384,Eric Bailly
13021,Logan Bailly
13507,Leighton Baines
5761,Davide Baiocco
864799,Stefan Bajcetic
